,name,country,latitude,longitude,picture,caption,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,continent
"<Saint_Spyridon_Church,_Trieste>",Saint Spyridon Church,Italy,45.6513888888889,13.773333333333332,Trieste Serb-orthodox church of San-Spiridione3.jpg,Saint Spyridon Church,https://upload.wikimedia.org/wikipedia/commons/c/c9/Trieste_Serb-orthodox_church_of_San-Spiridione3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Trieste_Serb-orthodox_church_of_San-Spiridione3.jpg/250px-Trieste_Serb-orthodox_church_of_San-Spiridione3.jpg,"Saint Spyridon Church (Italian: Chiesa di San Spiridione; Serbian: Црква светог Спиридона / Crkva svetog Spiridona) is a Serbian Orthodox church in Trieste, Italy.",00018.jpg,00018.jpg,Europe
<Santa_Cruz_de_Cangas_de_Onís>,Santa Cruz de Cangas de Onís,Spain,43.35269444444447,-5.130388888888889,Iglesia de la santa cruz.jpg,The entrance to the chapel today,https://upload.wikimedia.org/wikipedia/commons/c/c5/Iglesia_de_la_santa_cruz.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Iglesia_de_la_santa_cruz.jpg/250px-Iglesia_de_la_santa_cruz.jpg,,00019.jpg,00019.jpg,Europe
<Church_of_Saint_Olivia>,Church of Saint Olivia,Italy,37.98057,12.96442,Chiesa di Sant'Oliva (Alcamo) - Facciata.jpg,Façade of Saint Olivia's church,https://upload.wikimedia.org/wikipedia/commons/2/28/Chiesa_di_Sant%27Oliva_%28Alcamo%29_-_Facciata.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Chiesa_di_Sant%27Oliva_%28Alcamo%29_-_Facciata.jpg/250px-Chiesa_di_Sant%27Oliva_%28Alcamo%29_-_Facciata.jpg,,00020.jpg,00020.jpg,Europe
<Torre_Velasca>,Torre Velasca,Italy,45.46,9.190555555555557,Milano Italy Torre-Velasca-from-Duomo-01.jpg,Torre Velasca seen from the roof of Duomo,https://upload.wikimedia.org/wikipedia/en/7/7e/Milano_Italy_Torre-Velasca-from-Duomo-01.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Milano_Italy_Torre-Velasca-from-Duomo-01.jpg/250px-Milano_Italy_Torre-Velasca-from-Duomo-01.jpg,"The Torre Velasca (Velasca Tower, in English) is a skyscraper built in the 1950s by the BBPR architectural partnership, in Milan, Italy.",00021.jpg,00021.jpg,Europe
<Temple_Expiatori_del_Sagrat_Cor>,Temple Expiatori del Sagrat Cor,Spain,41.422075,2.1188611111111118,Temple del Sagrat Cor vist des de la Talaia del Tibidabo.JPG,Entrance of the basilica,https://upload.wikimedia.org/wikipedia/commons/f/fa/Temple_del_Sagrat_Cor_vist_des_de_la_Talaia_del_Tibidabo.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Temple_del_Sagrat_Cor_vist_des_de_la_Talaia_del_Tibidabo.JPG/250px-Temple_del_Sagrat_Cor_vist_des_de_la_Talaia_del_Tibidabo.JPG,"The Temple Expiatori del Sagrat Cor (Catalan pronunciation: [səˈɣɾat ˈkɔɾ]; English: Expiatory Church of the Sacred Heart of Jesus, Spanish: Templo Expiatorio del Sagrado Corazón de Jesús) is a Roman Catholic church and minor basilica located on the summit of Mount Tibidabo in Barcelona, Catalonia, Spain. The building is the work of the Spanish architect Enric Sagnier and was completed by his son Josep Maria Sagnier i Vidal. The construction of the church, dedicated to the Sacred Heart of Jesus, lasted from 1902 to 1961.",00022.jpg,00022.jpg,Europe
<Athens_Towers>,Athens Towers,Greece,37.984587,23.760873999999998,File:Athina Lykavittos Athens Tower.jpg,Athens Towers as seen from Lycabettus Hill,https://upload.wikimedia.org/wikipedia/commons/2/2a/Athina_Lykavittos_Athens_Tower.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Athina_Lykavittos_Athens_Tower.jpg/250px-Athina_Lykavittos_Athens_Tower.jpg,"Athens Towers (Greek: Πύργος Αθηνών), is a complex of two buildings situated in Athens, Greece. Athens Tower 1 is 103 m (338 ft) and 28 storeys high and is the tallest building in country, while Athens Tower 2 has 15 storeys and a height of 65 m (213 ft).Construction began in 1968 and was completed in 1971. At the time of its completion it was the second tallest building in the Balkans. It is located in the district of Ampelokipi on 2 Messogeion Avenue. It is used by many companies such as Interamerican and Alpha Bank. The architect of Athens Tower is Ioannis Vikelas, who also designed the main building of the Goulandris Museum of Cycladic Art.",00023.jpg,00023.jpg,Europe
<San_Miniato_al_Monte>,San Miniato al Monte,Italy,43.75975800000001,11.264731,SanMiniatoalMontenew.jpg,San Miniato al Monte and the Bishop's Palace.,https://upload.wikimedia.org/wikipedia/commons/d/d0/SanMiniatoalMontenew.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/SanMiniatoalMontenew.jpg/250px-SanMiniatoalMontenew.jpg,"San Miniato al Monte (St. Minias on the Mountain) is a basilica in Florence, central Italy, standing atop one of the highest points in the city. It has been described as one of the finest Romanesque structures in Tuscany and one of the most scenic churches in Italy. There is an adjoining Olivetan monastery, seen to the right of the basilica when ascending the stairs.",00024.jpg,00024.jpg,Europe
<Ulnes_Church>,Ulnes Church,Norway,60.99496388888889,9.113930555555557,Ulnes kyrkje svartkvitt 2009.jpg,Ulnes Church in 2009,https://upload.wikimedia.org/wikipedia/commons/f/fe/Ulnes_kyrkje_svartkvitt_2009.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Ulnes_kyrkje_svartkvitt_2009.jpg/250px-Ulnes_kyrkje_svartkvitt_2009.jpg,"Ulnes Church (Norwegian: Ulnes kirke) is a historic church in Ulnes in the municipality of Nord-Aurdal in Innlandet county, Norway. The long church (Norwegian: langkirke) is located in the traditional district of Valdres. It can accommodate 170 people.",00025.jpg,00025.jpg,Europe
<Hustad_Church>,Hustad Church,Norway,63.9687,11.3518,Hustad kyrkje Inderøy fra nordvest.jpg,View of the church,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hustad_kyrkje_Inder%C3%B8y_fra_nordvest.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Hustad_kyrkje_Inder%C3%B8y_fra_nordvest.jpg/250px-Hustad_kyrkje_Inder%C3%B8y_fra_nordvest.jpg,"Hustad Church (Norwegian: Hustad kirke) is a preserved former parish church of the Church of Norway in Inderøy municipality in Trøndelag county, Norway.  It is located just north of the village of Gangstadhaugen.  It is the former main church for the Sandvollan parish which is part of the Stiklestad prosti (deanery) in the Diocese of Nidaros.  The white and red stone church was built in a Romanesque long church style during the 12th century.  The church seats about people.",00026.jpg,00026.jpg,Europe
<Fenway_Studios>,Fenway Studios,United States,42.34722222222222,-71.0911111111111,Fenway Studios 29Jan2008.jpg,The entrance to the building.,https://upload.wikimedia.org/wikipedia/en/0/01/Fenway_Studios_29Jan2008.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Fenway_Studios_29Jan2008.jpg/250px-Fenway_Studios_29Jan2008.jpg,"The Fenway Studios are artists' studios located at 30 Ipswich Street, Boston, Massachusetts.  The studios were built after a disastrous 1904 fire at Harcourt Studios in which many artists lost their homes, studios, and work. Business and civic leaders promptly acquired the land, hired architects, and began construction. Architects Parker and Thomas designed Fenway Studios with north light for all 46 studios, 12 foot windows, 16 foot ceilings, and fireplaces in the end studios. The exterior was built with clinker brick in the Arts and Crafts style. In 1905 artists returned.  The building was designated a National Historic Landmark in 1998 as the only artist studio building specifically designed with input from artists that is still in use for that purpose.Numerous Boston artists and teachers worked in the studios, including Marion B. Allen, Lila Perry Cabot, Joseph Decamp, Philip Hale, Lilian Westcott Hale, Charles Hopkinson, György Kepes, George Loftus Noyes, William Kaula, Lee Lufkin Kaula, Lillian and Leslie Prince Thompson, William Paxton, Marion L. Pooke, Edmund Charles Tarbell, and Mary Bradish Titcomb.
In addition to real artists the Fenway Studios have housed fictional characters: The mystery novel ""The Palace Guard"" by Charlotte MacLeod includes two artists living and working in the Studios, and significant parts of the action take place in and around this location. A later novel ""The Odd Job"", by the same author, refers back to those people and the same locale. 

By 1974 ownership shares had passed to heirs, the studios were not being maintained, and they owed nearly $200,000 in back taxes. The ""Artists for the Preservation of the Fenway Studios"" was formed to save the studios, and in 1981 a mortgage paid for back taxes and building improvements. In 1982, after renovations were completed, the studios were converted into an early limited-equity cooperative. In 1998 façade structural issues were discovered, requiring emergency repairs costing $1.6 million, which required additional fund raising through the Friends of Fenway Studios. As of 2007, the studios are currently home to 25 artists working in a wide range of media.",00027.jpg,00027.jpg,North America
"<Holy_Trinity_Greek_Orthodox_Cathedral_(Charlotte,_North_Carolina)>",Holy Trinity Greek Orthodox Cathedral,United States,35.2074,-80.8531,Holytrinitygreekorthodoxcathedralnc.jpg,Front view of the Cathedral,https://upload.wikimedia.org/wikipedia/en/6/62/Holytrinitygreekorthodoxcathedralnc.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Holytrinitygreekorthodoxcathedralnc.jpg/250px-Holytrinitygreekorthodoxcathedralnc.jpg,"Holy Trinity Cathedral is a Greek Orthodox cathedral in Charlotte, North Carolina The Cathedral is the only Eastern Orthodox Cathedral in the state of North Carolina, and the mother church of Greek Orthodoxy in North Carolina. Holy Trinity Cathedral is within the jurisdiction of the Greek Orthodox Archdiocese of America led by Demetrios of America and the Greek Orthodox Diocese of Atlanta, led by Alexios of Atlanta. The cathedral was built in 1954.",00028.jpg,00028.jpg,North America
<Moti_Masjid_(Red_Fort)>,Moti Masjid,India,28.656815,77.243142,Fuerte Rojo Delhi 3.JPG,"Exterior view of the Pearl Mosque (""Moti Masjid"") of the Red Fort",https://upload.wikimedia.org/wikipedia/commons/0/0b/Fuerte_Rojo_Delhi_3.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Fuerte_Rojo_Delhi_3.JPG/250px-Fuerte_Rojo_Delhi_3.JPG,"The Moti Masjid is a white marble mosque inside the Red Fort complex in Delhi, India. The name translates into English as ""Pearl Mosque.""(Hindustani: موتی مسجد, मोती मस्जिद) Located to the west of the Hammam and close to the Diwan-i-Khas, it was built by the Mughal emperor Aurangzeb from 1659-1660.",00029.jpg,00029.jpg,Asia
"<St_Mary's_Chapel,_Bir_Miftuħ>",St Mary's Chapel,Malta,35.851638888888886,14.497444444444444,Chapel of St. Marija ta' Bir Miftuh.jpg,"View of the Chapel of St Mary, Ta' Bir Miftuh",https://upload.wikimedia.org/wikipedia/commons/1/18/Chapel_of_St._Marija_ta%27_Bir_Miftuh.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Chapel_of_St._Marija_ta%27_Bir_Miftuh.jpg/250px-Chapel_of_St._Marija_ta%27_Bir_Miftuh.jpg,"The Chapel of St Mary (Maltese: Kappella ta' Santa Marija) is a medieval chapel located in Bir Miftuħ, limits of Gudja, Malta.",00030.jpg,00030.jpg,Europe
