,capital,latitude,longitude,currency,imagemap,people,picture,area,picture_url,picture_thumb,imagemap_url,imagemap_thumb,description,picture_url_local,picture_thumb_local,imagemap_url_local,imagemap_thumb_local,name,continent
<Jamaica>,Kingston,18.0,-77.0,Jamaican dollar,Jamaica (orthographic projection).svg,2950210,Flag of Jamaica.svg,10991.0,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_Jamaica.svg/250px-Flag_of_Jamaica.svg.png,https://upload.wikimedia.org/wikipedia/commons/e/eb/Jamaica_%28orthographic_projection%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Jamaica_%28orthographic_projection%29.svg/250px-Jamaica_%28orthographic_projection%29.svg.png,"Jamaica ( (listen)) is an island country situated in the Caribbean Sea. Spanning 10,990 square kilometres (4,240 sq mi) in area, it is the third-largest island of the Greater Antilles and the Caribbean (after Cuba and Hispaniola). Jamaica lies about 145 kilometres (90 mi) south of Cuba, and 191 kilometres (119 mi) west of Hispaniola (the island containing the countries of Haiti and the Dominican Republic); the British Overseas Territory of the Cayman Islands lies some 215 kilometres (134 mi) to the north-west.
Originally inhabited by the indigenous Arawak and Taíno peoples, the island came under Spanish rule following the arrival of Christopher Columbus in 1494. Many of the indigenous people were either killed or died of diseases to which they had no immunity, and the Spanish thus forcibly transplanted large numbers of African slaves to Jamaica as labourers. The island remained a possession of Spain until 1655, when England (later Great Britain) conquered it, renaming it Jamaica. Under British colonial rule Jamaica became a leading sugar exporter, with a plantation economy dependent on the African slaves and later their descendants. The British fully emancipated all slaves in 1838, and many freedmen chose to have subsistence farms rather than to work on plantations. Beginning in the 1840s, the British began utilising Chinese and Indian indentured labour to work on plantations. The island achieved independence from the United Kingdom on 6 August 1962.With 2.9 million people, Jamaica is the third-most populous Anglophone country in the Americas (after the United States and Canada), and the fourth-most populous country in the Caribbean. Kingston is the country's capital and largest city. The majority of Jamaicans are of Sub-Saharan African ancestry, with significant European, East Asian (primarily Chinese), Indian, Lebanese, and mixed-race minorities. Due to a high rate of emigration for work since the 1960s, there is a large Jamaican diaspora, particularly in Canada, the United Kingdom, and the United States. The country has a global influence that belies its small size; it was the birthplace of the Rastafari religion, reggae music (and associated genres such as dub, ska and dancehall), and it is internationally prominent in sports, most notably cricket, sprinting and athletics.Jamaica is an upper-middle income country with an economy heavily dependent on tourism; it has an average of 4.3 million tourists a year. Politically it is a Commonwealth realm, with Elizabeth II as its queen. Her appointed representative in the country is the Governor-General of Jamaica, an office held by Patrick Allen since 2009. Andrew Holness has served as Prime Minister of Jamaica since March 2016. Jamaica is a parliamentary constitutional monarchy with legislative power vested in the bicameral Parliament of Jamaica, consisting of an appointed Senate and a directly elected House of Representatives.",00073.svg,00074.png,00073.svg,00073.png,Jamaica,Central America
<Japan>,Tokyo,35.0,136.0,Japanese yen,Japan (orthographic projection).svg,127103388,Flag of Japan.svg,377972.28,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/250px-Flag_of_Japan.svg.png,https://upload.wikimedia.org/wikipedia/commons/6/62/Japan_%28orthographic_projection%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Japan_%28orthographic_projection%29.svg/250px-Japan_%28orthographic_projection%29.svg.png,"Japan (Japanese: 日本, Nippon [ɲippoꜜɴ] (listen) or Nihon [ɲihoꜜɴ] (listen)) is an island country of East Asia in the northwest Pacific Ocean. It borders the Sea of Japan to the west and extends from the Sea of Okhotsk in the north to the East China Sea and Taiwan in the south. Japan is part of the Pacific Ring of Fire and comprises an archipelago of 6,852 islands covering 377,975 square kilometers (145,937 sq mi); its five main islands, from north to south, are Hokkaido, Honshu, Shikoku, Kyushu, and Okinawa. Tokyo is the country's capital and largest city; other major cities include Osaka and Nagoya.
Japan is the 11th most populous country in the world, as well as one of the most densely populated and urbanized. About three-fourths of the country's terrain is mountainous, concentrating its population of 126.2 million on narrow coastal plains. Japan is administratively divided into 47 prefectures and traditionally divided into eight regions. The Greater Tokyo Area is the most populous metropolitan area in the world, with more than 37.4 million residents.
The islands of Japan were inhabited as early as the Upper Paleolithic period, though the first mentions of the archipelago appear in Chinese chronicles from the 1st century AD. Between the 4th and 9th centuries, the kingdoms of Japan became unified under an emperor and imperial court based in Heian-kyō. Starting in the 12th century, however, political power was held by a series of military dictators (shōgun), feudal lords (daimyō), and a class of warrior nobility (samurai). After a century-long period of civil war, the country was reunified in 1603 under the Tokugawa shogunate, which enacted a foreign policy of isolation. In 1854, a United States fleet forced Japan to open trade to the West, leading to the end of the shogunate and the restoration of imperial power in 1868. In the Meiji era, the Empire of Japan adopted a Western-style constitution and pursued industrialization and modernization. Japan invaded China in 1937; in 1941, it entered World War II as an Axis power. After suffering defeat in the Pacific War and two atomic bombings, Japan surrendered in 1945 and came under an Allied occupation, during which it adopted a post-war constitution. It has since maintained a unitary parliamentary constitutional monarchy with an elected legislature known as the National Diet.
Japan is a great power and a member of numerous international organizations, including the United Nations (since 1956), the OECD, and the G7. Although it has renounced its right to declare war, the country maintains a modern military ranked as the world's fourth most powerful. Following World War II, Japan experienced high economic growth, becoming the second-largest economy in the world by 1990 before being surpassed by China in 2010. Despite stagnant economic growth ever since the Lost Decade, the country's economy is still the third-largest by nominal GDP and fourth-largest by purchasing power parity as of 2019. Japan is a global leader in the automotive and electronics industries and has made significant contributions to science and technology. Ranked the second highest country on the Human Development Index in Asia after Singapore, Japan also has the world's second-highest life expectancy, though it is currently experiencing a decline in population. Culturally, Japan is renowned for its art, cuisine, music, and popular culture, including its prominent animation and video game industries.",00074.svg,00075.png,00074.svg,00074.png,Japan,Asia
<Jordan>,Amman,31.24,36.51,Jordanian dinar,Jordan - Location Map (2013) - JOR - UNOCHA.svg,9531712,Flag of Jordan.svg,89341.0,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Flag_of_Jordan.svg/250px-Flag_of_Jordan.svg.png,https://upload.wikimedia.org/wikipedia/commons/e/eb/Jordan_-_Location_Map_%282013%29_-_JOR_-_UNOCHA.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Jordan_-_Location_Map_%282013%29_-_JOR_-_UNOCHA.svg/250px-Jordan_-_Location_Map_%282013%29_-_JOR_-_UNOCHA.svg.png,"Jordan (Arabic: الأردن‎; tr. Al-ʾUrdunn [al.ʔur.dunː]), officially the Hashemite Kingdom of Jordan (Arabic: المملكة الأردنية الهاشمية‎; tr. Al-Mamlakah al-’Urdunniyyah Al-Hāshimiyyah), is an Arab country in Western Asia, on the East Bank of the Jordan River. Jordan is bordered by Saudi Arabia to the south and the east, Iraq to the north-east, Syria to the north and Israel and  Palestinian Territories to the west. The Dead Sea is located along its western borders and the country has a 26-kilometre (16 mi) coastline on the Red Sea in its extreme south-west. Jordan is strategically located at the crossroads of Asia, Africa and Europe. The capital, Amman, is Jordan's most populous city as well as the country's economic, political and cultural centre.What is now Jordan has been inhabited by humans since the Paleolithic period. Three stable kingdoms emerged there at the end of the Bronze Age: Ammon, Moab and Edom. Later rulers include the Nabataean Kingdom, the Roman Empire, and the Ottoman Empire. After the Great Arab Revolt against the Ottomans in 1916 during World War I, the Ottoman Empire was partitioned by Britain and France. The Emirate of Transjordan was established in 1921 by the Hashemite, then Emir, Abdullah I, and the emirate became a British protectorate. In 1946, Jordan became an independent state officially known as the Hashemite Kingdom of Transjordan, but was renamed in 1949 to the Hashemite Kingdom of Jordan after the country captured the West Bank during the 1948 Arab–Israeli War and annexed it until it was lost to Israel in 1967. Jordan renounced its claim to the territory in 1988, and became one of two Arab states to sign a peace treaty with Israel in 1994. Jordan is a founding member of the Arab League and the Organisation of Islamic Co-operation. The sovereign state is a constitutional monarchy, but the king holds wide executive and legislative powers.
Jordan is a relatively small, semi-arid, almost landlocked country with an area of 89,342 km2 (34,495 sq mi) and a population numbering 10 million, making it the 11th-most populous Arab country. Sunni Islam, practiced by around 95% of the population, is the dominant religion and coexists with an indigenous Christian minority. Jordan has been repeatedly referred to as an ""oasis of stability"" in a turbulent region. It has been mostly unscathed by the violence that swept the region following the Arab Spring in 2010. From as early as 1948, Jordan has accepted refugees from multiple neighbouring countries in conflict. An estimated 2.1 million Palestinian and 1.4 million Syrian refugees are present in Jordan as of a 2015 census. The kingdom is also a refuge to thousands of Iraqi Christians fleeing persecution by ISIL. While Jordan continues to accept refugees, the recent large influx from Syria placed substantial strain on national resources and infrastructure.Jordan is classified as a country of ""high human development"" with an ""upper middle income"" economy. The Jordanian economy, one of the smallest economies in the region, is attractive to foreign investors based upon a skilled workforce. The country is a major tourist destination, also attracting medical tourism due to its well developed health sector. Nonetheless, a lack of natural resources, large flow of refugees and regional turmoil have hampered economic growth.",00075.svg,00076.png,00075.svg,00075.png,Jordan,Asia
<Kazakhstan>,Astana,48.0,68.0,Kazakhstani tenge,Kazakhstan (orthographic projection).svg,18050488,Flag of Kazakhstan.svg,2724900.0,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Kazakhstan.svg/250px-Flag_of_Kazakhstan.svg.png,https://upload.wikimedia.org/wikipedia/commons/3/3e/Kazakhstan_%28orthographic_projection%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Kazakhstan_%28orthographic_projection%29.svg/250px-Kazakhstan_%28orthographic_projection%29.svg.png,"Kazakhstan, officially the Republic of Kazakhstan, is a transcontinental country mainly located in Central Asia with a smaller portion west of the Ural in Eastern Europe. It is the world's largest landlocked country, and the ninth-largest country in the world, with an area of 2,724,900 square kilometres (1,052,100 sq mi). Kazakhstan is the most dominant nation of Central Asia economically, generating 60% of the region's GDP, primarily through its oil and gas industry. It also has vast mineral resources.Kazakhstan is officially a democratic, secular, unitary, constitutional republic with a diverse cultural heritage. Kazakhstan shares borders with Russia, China, Kyrgyzstan, Uzbekistan, and Turkmenistan, and also adjoins a large part of the Caspian Sea. It does not border Mongolia, although they are only 37 kilometers apart. The terrain of Kazakhstan includes flatlands, steppe, taiga, rock canyons, hills, deltas, snow-capped mountains, and deserts. Kazakhstan has an estimated 18.3 million people as of 2018. Its population density is among the lowest, at less than 6 people per square kilometre (15 people per sq mi). Since 1997, the capital is Nur-Sultan, formerly known as Astana. It was moved from Almaty, the country's largest city.
The territory of Kazakhstan has historically been inhabited by nomadic groups and empires. In antiquity, the nomadic Scythians inhabited the land and the Persian Achaemenid Empire expanded towards the southern territory of the modern country. Turkic nomads, who trace their ancestry to many Turkic states such as the First and Second Turkic Khaganates, have inhabited the country throughout its history.
In the 13th century, the territory was subjugated by the Mongol Empire under Genghis Khan. By the 16th century, the Kazakh emerged as a distinct group, divided into three jüz (ancestor branches occupying specific territories). The Russians began advancing into the Kazakh steppe in the 18th century, and by the mid-19th century, they nominally ruled all of Kazakhstan as part of the Russian Empire. Following the 1917 Russian Revolution, and subsequent civil war, the territory of Kazakhstan was reorganised several times. In 1936, it was made the Kazakh Soviet Socialist Republic, part of the Soviet Union.
Kazakhstan was the last of the Soviet republics to declare independence during the dissolution of the Soviet Union in 1991. Nursultan Nazarbayev, the first president of Kazakhstan, was characterised as an authoritarian, and his government was accused of numerous human rights violations, including suppression of dissent and censorship of the media. Nazarbayev resigned in March 2019 but was made the Kazakh Security Council's chairman-for-life. 
Senate chairman Kassym-Jomart Tokayev succeeded Nazarbayev as president. In the 21st century, Kazakhstan has worked to develop its economy, especially its dominant hydrocarbon industry. Human Rights Watch says that ""Kazakhstan heavily restricts freedom of assembly, speech, and religion."" Other human rights organisations regularly describe Kazakhstan's human rights situation as poor.
According to the 2009 census, Kazakhstan's 131 ethnicities include Kazakhs (65.5% of the population), Russians, Uzbeks, Ukrainians, Germans, Tatars, and Uyghurs. Per 2009 census, Islam is the religion of about 70% of the population, with Christianity practised by 26%. Kazakhstan officially allows freedom of religion, but religious leaders who oppose the government are suppressed.The Kazakh language is the state language, and Russian has equal official status for all levels of administrative and institutional purposes. Kazakhstan is a member of the United Nations (UN), WTO, CIS, the Shanghai Cooperation Organization (SCO), the Eurasian Economic Union, CSTO, OSCE, OIC, CCTS, and TURKSOY.",00076.svg,00077.png,00076.svg,00076.png,Kazakhstan,Asia
<Kenya>,Nairobi,1.0,38.0,Kenyan shilling,Kenya - Location Map (2013) - KEN - UNOCHA.svg,46661552,Flag of Kenya.svg,581309.0,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Kenya.svg/250px-Flag_of_Kenya.svg.png,https://upload.wikimedia.org/wikipedia/commons/d/d5/Kenya_-_Location_Map_%282013%29_-_KEN_-_UNOCHA.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Kenya_-_Location_Map_%282013%29_-_KEN_-_UNOCHA.svg/250px-Kenya_-_Location_Map_%282013%29_-_KEN_-_UNOCHA.svg.png,"Kenya ( (listen)), officially the Republic of Kenya (Swahili: Jamhuri ya Kenya), is a country in Eastern Africa. At 580,367 square kilometres (224,081 sq mi), Kenya is the world's 48th largest country by total area. With a population of more than 47.6 million people, Kenya is the 29th most populous country. Kenya's capital and largest city is Nairobi, while its oldest city and first capital is the coastal city of Mombasa. Kisumu City is the third largest city and also an inland port on Lake Victoria. Other important urban centres include Nakuru and Eldoret. As of 2020, Kenya is the third largest economy in sub-Saharan Africa after Nigeria and South Africa. Kenya is bordered by South Sudan to the northwest, Ethiopia to the north, Somalia to the east, Uganda to the west, Tanzania to the south, and the Indian Ocean to the southeast.
According to archaeological dating of associated artifacts and skeletal material, the Cushites first settled in the lowlands of Kenya between 3,200 and 1,300 BC, a phase referred to as the Lowland Savanna Pastoral Neolithic. Nilotic-speaking pastoralists (ancestral to Kenya's Nilotic speakers) started migrating from present-day southern Sudan into Kenya around 500 BC. European contact began in 1500 with the Portuguese Empire, though effective colonisation of Kenya began in the 19th century during the European exploration of the interior. Modern-day Kenya emerged from a protectorate established by the British Empire in 1895 and the subsequent Kenya Colony, which began in 1920. Numerous disputes between the UK and the colony led to the Mau Mau revolution, which began in 1952, and the subsequent declaration of independence in 1963. After independence, Kenya remained a member of the Commonwealth of Nations. The current constitution was adopted in 2010 to replace the 1963 independence constitution.
Kenya is a presidential representative democratic republic, in which elected officials represent the people and the president is the head of state and government. Kenya is a member of the United Nations, World Bank, International Monetary Fund, COMESA, International Criminal Court, and other international organisations. With a GNI of 1,460, Kenya is a lower-middle-income economy. Kenya's economy is the largest in eastern and central Africa, with Nairobi serving as a major regional commercial hub. Agriculture is the largest sector: tea and coffee are traditional cash crops, while fresh flowers are a fast-growing export. The service industry is also a major economic driver, particularly tourism. Kenya is a member of the East African Community trade bloc, though some international trade organisations categorise it as part of the Greater Horn of Africa. Africa is Kenya's largest export market, followed by the European Union.",00077.svg,00078.png,00077.svg,00077.png,Kenya,Africa
<Kiribati>,Tarawa,1.4166666666666667,173.0,Kiribati dollar,Kiribati on the globe (Polynesia centered).svg,103500,Flag of Kiribati.svg,811.0,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kiribati.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Kiribati.svg/250px-Flag_of_Kiribati.svg.png,https://upload.wikimedia.org/wikipedia/commons/d/d9/Kiribati_on_the_globe_%28Polynesia_centered%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Kiribati_on_the_globe_%28Polynesia_centered%29.svg/250px-Kiribati_on_the_globe_%28Polynesia_centered%29.svg.png,"Kiribati (), officially the Republic of Kiribati (Gilbertese: [Ribaberiki] Kiribati), is an independent country in the central Pacific Ocean. The permanent population is just over 110,000 (2015), more than half of whom live on Tarawa atoll. The state comprises 32 atolls  and one raised coral island, Banaba. They have a total land area of 811 square kilometres (313 square miles) and are dispersed over 3.5 million km2 (1.4 million sq mi).
Their spread straddles the equator and the 180th meridian, although the International Date Line goes round Kiribati and swings far to the east, almost reaching the 150° W meridian. This brings Kiribati's easternmost islands, the southern Line Islands south of Hawaii, into the same day as the Gilbert Islands and places them in the most advanced time zone on Earth: UTC+14. Kiribati is one of the few countries in the world to be situated in all four hemispheres.
Kiribati gained its independence from the United Kingdom, becoming a sovereign state in 1979. The capital, South Tarawa, now the most populated area, consists of a number of islets, connected by a series of causeways. These comprise about half the area of Tarawa atoll.
Kiribati is a member of the Pacific Community (SPC), Commonwealth of Nations, the IMF, and the World Bank, and became a full member of the United Nations in 1999.",00078.svg,00079.png,00078.svg,00078.png,Kiribati,Oceania
<Kosovo>,Pristina,42.583333333333336,21.0,Euro sign,Europe-Republic of Kosovo.svg,1800000,Flag of Kosovo.svg,10908.0,https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Kosovo.svg/250px-Flag_of_Kosovo.svg.png,https://upload.wikimedia.org/wikipedia/commons/1/18/Europe-Republic_of_Kosovo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Europe-Republic_of_Kosovo.svg/250px-Europe-Republic_of_Kosovo.svg.png,"Kosovo (; Albanian: Kosova, pronounced [kɔˈsɔva] or Kosovë, pronounced [kɔˈsɔvə]; Serbian Cyrillic: Косово, pronounced [kôsoʋo]), officially the Republic of Kosovo (Albanian: Republika e Kosovës; Serbian: Република Косово / Republika Kosovo), is a partially-recognised state in Southeast Europe, subject to a territorial dispute with the Republic of Serbia.Defined in an area of 10,887 square kilometres (4,203 sq mi), Kosovo is landlocked in the center of the Balkans and bordered by the uncontested territory of Serbia to the north and east, North Macedonia to the southeast, Albania to the southwest and Montenegro to the west. It possesses varied and diverse landscapes for its size by climate along with geology and hydrology. Most of central Kosovo is dominated by the vast plains and fields of Metohija and Kosovo. The Albanian Alps and Šar Mountains rise in the southwest and southeast respectively.
The earliest known human settlements in what is now Kosovo were the Paleolithic Vinča and Starčevo cultures. During the Classical period, it was inhabited by Illyrian-Dardanian and Celtic people. In 168 BC, the area was annexed by the Romans. In the Middle Ages, it was conquered by the Byzantine, Bulgarian, and Serbian Empires. The Battle of Kosovo of 1389 is considered to be one of the defining moments in Serbian medieval history. The region was the core of the Serbian medieval state, which has also been the seat of the Serbian Orthodox Church from the 14th century, when its status was upgraded to a patriarchate. Kosovo was part of the Ottoman Empire from the 15th to the early 20th century. In the late 19th century, it became the centre of the Albanian National Awakening. Following their defeat in the Balkan Wars, the Ottomans ceded Kosovo to Serbia and Montenegro. Both countries joined Yugoslavia after World War I, and following a period of Yugoslav unitarianism in the Kingdom, the post-World War II Yugoslav constitution established the Autonomous Province of Kosovo and Metohija within the Yugoslav constituent republic of Serbia. Tensions between Kosovo's Albanian and Serb communities simmered through the 20th century and occasionally erupted into major violence, culminating in the Kosovo War of 1998 and 1999, which resulted in the withdrawal of the Yugoslav army and the establishment of the United Nations Interim Administration Mission in Kosovo. On 17 February 2008, Kosovo unilaterally declared its independence from Serbia. It has since gained diplomatic recognition as a sovereign state by 112 United Nations member states, 15 of which have since been withdrawn. Serbia does not recognise Kosovo as a sovereign state, although with the Brussels Agreement of 2013, it has accepted its institutions. While Serbia recognises administration of the territory by Kosovo's elected government, it continues to claim it as the Autonomous Province of Kosovo and Metohija.
Kosovo has an upper-middle-income economy and has experienced solid economic growth over the last decade by international financial institutions, and has experienced growth every year since the onset of the financial crisis of 2007–2008. Kosovo is a member of the International Monetary Fund, World Bank, and has applied for membership of Interpol and for observer status in the Organization of the Islamic Cooperation.",00079.svg,00080.png,00079.svg,00079.png,Kosovo,Europe
<Kuwait>,Kuwait City,29.5,45.75,Kuwaiti dinar,KWT orthographic.svg,4348395,Flag of Kuwait.svg,17820.0,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Flag_of_Kuwait.svg/250px-Flag_of_Kuwait.svg.png,https://upload.wikimedia.org/wikipedia/commons/4/41/KWT_orthographic.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/KWT_orthographic.svg/250px-KWT_orthographic.svg.png,"Kuwait ( (listen); Arabic: الكويت‎ al-Kuwait, Gulf Arabic pronunciation: [ɪl‿ɪkweːt] or [lɪkweːt]), officially the State of Kuwait (Arabic: دولة الكويت‎ Dawlat al-Kuwait), is a country in Western Asia. Situated in the northern edge of Eastern Arabia at the tip of the Persian Gulf, it borders Iraq to the north and Saudi Arabia to the south. As of 2016, Kuwait has a population of 4.5 million people: 1.3 million are Kuwaitis and 3.2 million are expatriates. Expatriates account for approximately 70% of the population.Oil reserves were discovered in commercial quantities in 1938. In 1946, crude oil was exported for the first time. From 1946 to 1982, the country underwent large-scale modernization. In the 1980s, Kuwait experienced a period of geopolitical instability and an economic crisis following the stock market crash. In 1990, Kuwait was invaded, and later annexed, by Saddam's Iraq. The Iraqi occupation of Kuwait came to an end in 1991 after military intervention by a military coalition led by the United States. Kuwait is a non-NATO ally of the United States. Kuwait is also a major ally of ASEAN, while maintaining a very strong relationship with China.Kuwait is a constitutional sovereign state with a semi-democratic political system. Kuwait has a high-income economy backed by the world's sixth largest oil reserves. The Kuwaiti dinar is the highest valued currency in the world. According to the World Bank, the country has the nineteenth highest per capita income. The Constitution was promulgated in 1962. Kuwait is home to the largest opera house in the Middle East. The Kuwait National Cultural District is a member of the Global Cultural Districts Network.",00080.svg,00081.png,00080.svg,00080.png,Kuwait,Asia
<Kyrgyzstan>,Bishkek,41.0,75.0,Kyrgyzstani som,Kyrgyzstan (orthographic projection).svg,6019480,Flag of Kyrgyzstan.svg,199951.0,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Flag_of_Kyrgyzstan.svg/250px-Flag_of_Kyrgyzstan.svg.png,https://upload.wikimedia.org/wikipedia/commons/7/7c/Kyrgyzstan_%28orthographic_projection%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Kyrgyzstan_%28orthographic_projection%29.svg/250px-Kyrgyzstan_%28orthographic_projection%29.svg.png,"Kyrgyzstan ( Kyrgyz: Кыргызстан Qırğızstan [qɯrʁɯsˈstɑn]), officially the Kyrgyz Republic (Kyrgyz: Кыргыз Республикасы, romanized: Qırğız Respublikası) and also known as Kirghizia (Russian: Киргизия [kʲɪrˈɡʲizʲɪjə]), is a country in Central Asia. Kyrgyzstan is a landlocked country with mountainous terrain. It is bordered by Kazakhstan to the north, Uzbekistan to the west and southwest, Tajikistan to the southwest and China to the east. Its capital and largest city is Bishkek.
Kyrgyzstan's recorded history spans over 2,000 years, encompassing a variety of cultures and empires. Although geographically isolated by its highly mountainous terrain, which has helped preserve its ancient culture, Kyrgyzstan has been at the crossroads of several great civilizations as part of the Silk Road and other commercial and cultural routes. Though long inhabited by a succession of independent tribes and clans, Kyrgyzstan has periodically fallen under foreign domination and attained sovereignty as a nation-state only after the breakup of the Soviet Union in 1991.
Since independence, the sovereign state has officially been a unitary parliamentary republic, although it continues to endure ethnic conflicts, revolts, economic troubles, transitional governments and political conflict. Kyrgyzstan is a member of the Commonwealth of Independent States, the Eurasian Economic Union, the Collective Security Treaty Organization, the Shanghai Cooperation Organisation, the Organisation of Islamic Cooperation, the Turkic Council, the Türksoy community and the United Nations.
Ethnic Kyrgyz make up the majority of the country's six million people, followed by significant minorities of Uzbeks and Russians. Kyrgyz is closely related to other Turkic languages, although Russian remains widely spoken and is an official language, a legacy of a century of Russification. Ninety percent of the population are Muslims, with the majority being Sunni. In addition to its Turkic origins, Kyrgyz culture bears elements of Persian, Mongolian and Russian influence.",00081.svg,00082.png,00081.svg,00081.png,Kyrgyzstan,Asia
<Laos>,Vientiane,18.0,105.0,Lao kip,Location Laos ASEAN.svg,6803699,Flag of Laos.svg,237955.0,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Laos.svg/250px-Flag_of_Laos.svg.png,https://upload.wikimedia.org/wikipedia/commons/a/ac/Location_Laos_ASEAN.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Location_Laos_ASEAN.svg/250px-Location_Laos_ASEAN.svg.png,"Laos ( (listen), ; Lao: ລາວ, Lāo [láːw]), officially the Lao People's Democratic Republic (Lao: ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ, romanized: Sathalanalat Paxathipatai Paxaxôn Lao; French: République démocratique populaire lao), is a socialist state and the only landlocked country in Southeast Asia. At the heart of the Indochinese peninsula, Laos is bordered by Myanmar and China to the northwest, Vietnam to the east, Cambodia to the southeast and Thailand to the west and southwest.Present Laos traces its historic and cultural identity to Lan Xang, which existed from the 14th century to the 18th century as one of the largest kingdoms in Southeast Asia. Due to its central geographical location in Southeast Asia, the kingdom became a hub for overland trade, and became wealthy economically and culturally. After a period of internal conflict, Lan Xang broke into three separate kingdoms—Luang Phrabang, Vientiane, and Champasak. In 1893, the three territories came under a French protectorate and were united to form what is now known as Laos. It briefly gained independence in 1945 after Japanese occupation, but was recolonised by France until it won autonomy in 1949. Laos became independent in 1953, with a constitutional monarchy under Sisavang Vong. A post-independence civil war began, which saw the communist resistance, supported by the Soviet Union, fight against the monarchy that later came under influence of military regimes supported by the United States. After the Vietnam War ended in 1975, the communist Pathet Lao came to power, ending the civil war. Laos was then dependent on military and economic aid from the Soviet Union until its dissolution in 1991.
In 2018, the country had the eighth highest GDP (PPP) per capita in Southeast Asia. Laos is a member of the Asia-Pacific Trade Agreement, the ASEAN, East Asia Summit, and La Francophonie. Laos applied for membership of the World Trade Organization in 1997; on 2 February 2013, it was granted full membership. It is a one-party socialist republic, espousing Marxism–Leninism governed by the Lao People's Revolutionary Party, under which non-governmental organizations have routinely characterized the country's human rights record as poor, citing repeated abuses such as torture, restrictions on civil liberties, and persecution of minorities.
In Laos, the politically and culturally dominant Lao people make up 53.2% of the population, mostly in the lowlands. Mon-Khmer groups, the Hmong, and other indigenous hill tribes live in the foothills and mountains. Laos's strategies for development are based on generating electricity from rivers and selling the power to its neighbours, namely Thailand, China, and Vietnam, as well as its initiative to become a ""land-linked"" nation, as evidenced by the construction of four new railways connecting Laos and neighbours. Laos has been referred to as one of Southeast Asia and Pacific's Fastest Growing Economies by the World Bank with annual GDP growth averaging 7.7% since 2009.",00082.svg,00083.png,00082.svg,00082.png,Laos,Asia
